Edad,Nivel_Educativo,Experiencia_Anios,Industria,Ubicación,Género,Horas_Semanales,Sueldo_Anual
51,Licenciatura,28,Finanzas,Asia,Femenino,43,115652.98
34,Licenciatura,10,Finanzas,EE.UU.,Femenino,60,106899.34
59,Máster,39,Manufactura,Latinoamérica,Otro,36,69957.79
52,Máster,34,Salud,Latinoamérica,Femenino,34,91014.26
39,Doctorado,14,Manufactura,Europa,Masculino,43,93544.47
58,Máster,35,Finanzas,EE.UU.,Masculino,40,185571.14
58,Bachillerato,37,Retail,Latinoamérica,Masculino,55,44335.63
51,Doctorado,31,Manufactura,EE.UU.,Otro,46,162961.72
33,Licenciatura,11,Salud,Asia,Otro,41,61221.91
63,Licenciatura,45,Tecnología,Asia,Femenino,52,141445.76
38,Bachillerato,19,Educación,Asia,Masculino,37,46428.07
41,Licenciatura,18,Tecnología,Asia,Masculino,51,68524.77
32,Licenciatura,12,Tecnología,Europa,Femenino,55,110395.7
53,Licenciatura,33,Finanzas,EE.UU.,Masculino,50,188067.61
61,Bachillerato,40,Educación,Europa,Masculino,39,107298.56
57,Doctorado,34,Finanzas,Asia,Masculino,52,127493.75
64,Licenciatura,45,Finanzas,Latinoamérica,Masculino,45,90214.54
31,Licenciatura,12,Educación,Latinoamérica,Masculino,42,39764.87
56,Doctorado,35,Retail,Latinoamérica,Otro,30,70690.03
59,Licenciatura,40,Educación,Europa,Otro,32,124145.31
27,Licenciatura,8,Tecnología,EE.UU.,Femenino,43,101302.71
61,Licenciatura,38,Retail,Asia,Femenino,36,70690.2
31,Licenciatura,10,Tecnología,Europa,Masculino,40,96610.51
37,Bachillerato,17,Retail,Latinoamérica,Femenino,46,32411.44
64,Licenciatura,44,Tecnología,EE.UU.,Femenino,54,191982.07
51,Máster,28,Manufactura,Latinoamérica,Otro,38,68836.51
61,Licenciatura,41,Retail,EE.UU.,Femenino,34,110358.73
30,Licenciatura,12,Educación,EE.UU.,Femenino,52,67089.86
28,Licenciatura,8,Finanzas,Latinoamérica,Masculino,34,57159.72
30,Licenciatura,5,Manufactura,Latinoamérica,Otro,35,32204.13
48,Licenciatura,30,Manufactura,Europa,Masculino,31,119462.77
29,Licenciatura,10,Tecnología,Latinoamérica,Masculino,53,49201.93
52,Licenciatura,30,Retail,EE.UU.,Femenino,58,104648.32
25,Licenciatura,4,Educación,Europa,Otro,30,56927.74
35,Bachillerato,17,Retail,Asia,Femenino,38,39723.18
36,Licenciatura,11,Retail,Asia,Otro,33,35126.24
33,Licenciatura,12,Salud,Europa,Otro,33,79778.84
46,Máster,26,Educación,Europa,Masculino,52,99773.33
23,Bachillerato,3,Salud,Asia,Masculino,44,35305.69
54,Licenciatura,32,Tecnología,Asia,Femenino,48,89754.01
45,Bachillerato,22,Tecnología,Europa,Otro,34,117588.76
55,Licenciatura,32,Educación,Latinoamérica,Otro,49,61718.96
34,Licenciatura,16,Retail,Latinoamérica,Masculino,33,33100.3
57,Máster,34,Salud,EE.UU.,Otro,57,192885.79
34,Bachillerato,16,Salud,Europa,Masculino,51,95465.49
37,Bachillerato,16,Manufactura,Latinoamérica,Masculino,47,42151.57
30,Máster,11,Finanzas,Latinoamérica,Masculino,54,66529.46
33,Bachillerato,9,Manufactura,EE.UU.,Masculino,58,57421.34
27,Máster,3,Tecnología,Latinoamérica,Femenino,57,46347.85
56,Doctorado,31,Finanzas,EE.UU.,Femenino,51,214126.37
60,Máster,35,Tecnología,EE.UU.,Otro,44,220586.33
23,Máster,0,Finanzas,Europa,Femenino,37,84892.01
61,Doctorado,40,Retail,EE.UU.,Otro,43,124021.54
28,Bachillerato,6,Finanzas,Asia,Masculino,31,43935.94
25,Bachillerato,2,Retail,EE.UU.,Masculino,58,44531.83
30,Bachillerato,5,Manufactura,Latinoamérica,Masculino,32,28567.45
40,Máster,17,Tecnología,Europa,Masculino,37,143709.19
63,Licenciatura,45,Manufactura,Asia,Femenino,34,111082.66
45,Bachillerato,27,Finanzas,Latinoamérica,Otro,44,69652.46
49,Bachillerato,29,Retail,Asia,Otro,56,47712.18
26,Máster,4,Salud,EE.UU.,Otro,57,114863.22
23,Licenciatura,3,Retail,EE.UU.,Femenino,42,47490.53
27,Licenciatura,3,Finanzas,Latinoamérica,Masculino,55,48100.84
25,Licenciatura,5,Finanzas,Europa,Masculino,37,78677.59
28,Máster,10,Tecnología,EE.UU.,Masculino,58,131494.06
22,Máster,2,Retail,Asia,Otro,32,42732.48
50,Bachillerato,26,Tecnología,EE.UU.,Femenino,49,144395.11
22,Licenciatura,0,Salud,EE.UU.,Femenino,32,72017.89
25,Licenciatura,7,Salud,Europa,Masculino,42,73990.92
28,Doctorado,4,Salud,EE.UU.,Otro,50,116000.35
60,Licenciatura,40,Finanzas,Europa,Otro,45,160670.42
44,Licenciatura,20,Retail,Asia,Femenino,54,54721.65
58,Licenciatura,33,Educación,EE.UU.,Otro,59,138846.44
35,Licenciatura,15,Salud,Latinoamérica,Otro,45,51635.14
22,Bachillerato,4,Salud,EE.UU.,Femenino,54,70642.5
35,Licenciatura,15,Educación,Asia,Femenino,55,52951.02
25,Bachillerato,1,Salud,Europa,Masculino,42,43769.66
58,Máster,38,Salud,EE.UU.,Masculino,30,195410.45
29,Doctorado,9,Finanzas,Asia,Femenino,33,98827.37
63,Máster,42,Tecnología,Asia,Femenino,52,147215.51
62,Doctorado,39,Tecnología,Asia,Masculino,45,119611.69
26,Máster,2,Retail,Latinoamérica,Femenino,57,32793.8
24,Máster,3,Retail,EE.UU.,Masculino,44,67341.33
52,Máster,33,Finanzas,Latinoamérica,Masculino,46,105695.08
59,Licenciatura,34,Retail,Latinoamérica,Femenino,39,57860.99
23,Doctorado,5,Finanzas,Asia,Otro,32,88807.93
51,Máster,29,Manufactura,Asia,Otro,50,75784.62
48,Bachillerato,28,Tecnología,Europa,Femenino,44,131111.76
46,Doctorado,26,Salud,Europa,Femenino,53,176560.41
37,Doctorado,17,Finanzas,Asia,Masculino,35,107102.16
34,Máster,9,Salud,Asia,Otro,49,65910.2
45,Licenciatura,24,Retail,Latinoamérica,Masculino,36,47147.7
51,Bachillerato,29,Salud,Latinoamérica,Masculino,42,54554.68
37,Máster,12,Manufactura,Asia,Masculino,51,62942.54
58,Licenciatura,34,Salud,EE.UU.,Masculino,37,168307.12
55,Licenciatura,32,Manufactura,Latinoamérica,Femenino,34,67261.48
61,Licenciatura,36,Retail,Latinoamérica,Otro,43,50353.19
62,Licenciatura,39,Educación,Asia,Otro,31,90203.48
30,Máster,7,Manufactura,EE.UU.,Femenino,45,100152.34
46,Doctorado,24,Salud,Europa,Femenino,57,129581.2
52,Licenciatura,30,Manufactura,Latinoamérica,Femenino,32,51675.33
41,Licenciatura,21,Finanzas,EE.UU.,Masculino,40,145603.47
51,Máster,31,Educación,Latinoamérica,Otro,43,54669.02
50,Bachillerato,30,Tecnología,EE.UU.,Otro,42,144243.11
55,Licenciatura,34,Educación,EE.UU.,Otro,59,129579.43
56,Máster,32,Educación,Europa,Femenino,58,107454.8
34,Bachillerato,14,Salud,Latinoamérica,Otro,31,37695.25
62,Licenciatura,42,Educación,Europa,Otro,45,108981.4
36,Máster,11,Finanzas,EE.UU.,Masculino,51,126730.6
35,Licenciatura,12,Manufactura,Asia,Otro,39,49130.48
59,Bachillerato,35,Manufactura,Asia,Otro,37,71413.27
32,Licenciatura,11,Finanzas,Latinoamérica,Femenino,35,56640.02
39,Bachillerato,14,Salud,Europa,Otro,32,87572.63
38,Bachillerato,15,Salud,Asia,Masculino,47,62450.21
23,Licenciatura,3,Finanzas,Europa,Femenino,30,89934.37
40,Doctorado,22,Salud,Latinoamérica,Otro,34,81652.43
32,Licenciatura,7,Finanzas,Latinoamérica,Otro,56,47602.75
44,Licenciatura,26,Salud,Europa,Femenino,49,124791.79
60,Licenciatura,40,Tecnología,Europa,Femenino,56,172335.02
38,Licenciatura,17,Salud,EE.UU.,Femenino,38,120439.53
45,Bachillerato,26,Retail,Asia,Otro,40,46751.55
56,Máster,35,Salud,Asia,Otro,35,113986.19
49,Máster,30,Finanzas,EE.UU.,Otro,59,171476.31
28,Bachillerato,5,Educación,EE.UU.,Otro,53,52494.16
59,Licenciatura,35,Manufactura,Latinoamérica,Otro,31,61973.94
42,Licenciatura,18,Finanzas,EE.UU.,Femenino,50,150248.2
34,Licenciatura,11,Salud,Latinoamérica,Otro,34,54181.82
37,Licenciatura,15,Retail,Europa,Masculino,60,56791.72
23,Máster,0,Finanzas,Europa,Otro,30,90674.04
28,Máster,4,Tecnología,Latinoamérica,Femenino,60,55805.93
34,Licenciatura,9,Retail,Asia,Masculino,41,35578.02
23,Licenciatura,2,Retail,Europa,Otro,45,42385.81
29,Máster,9,Salud,EE.UU.,Femenino,35,129175.68
61,Bachillerato,42,Tecnología,Europa,Otro,52,159671.59
42,Licenciatura,21,Educación,Latinoamérica,Femenino,49,44137.28
43,Bachillerato,21,Salud,Asia,Masculino,57,64364.35
53,Licenciatura,31,Salud,Asia,Femenino,49,102292.05
49,Bachillerato,25,Retail,Asia,Femenino,40,46137.48
28,Bachillerato,4,Salud,Europa,Otro,60,48525.85
30,Bachillerato,11,Finanzas,Europa,Masculino,35,72203.77
44,Licenciatura,23,Educación,Latinoamérica,Femenino,41,51644.57
64,Licenciatura,42,Educación,Europa,Masculino,48,130728.95
47,Máster,28,Salud,EE.UU.,Femenino,49,171493.45
62,Licenciatura,37,Educación,Latinoamérica,Otro,54,53456.63
54,Licenciatura,32,Salud,EE.UU.,Femenino,35,148200.59
57,Máster,33,Finanzas,EE.UU.,Otro,57,193079.48
45,Licenciatura,21,Educación,EE.UU.,Otro,40,99780.51
28,Máster,6,Salud,Asia,Femenino,52,54434.28
47,Máster,27,Retail,Asia,Masculino,44,57311.78
65,Bachillerato,47,Manufactura,Latinoamérica,Masculino,41,60984.66
30,Bachillerato,6,Salud,Latinoamérica,Otro,55,32944.51
47,Máster,26,Retail,Latinoamérica,Masculino,58,45607.56
41,Licenciatura,21,Tecnología,EE.UU.,Otro,43,152681.65
24,Licenciatura,0,Manufactura,EE.UU.,Masculino,45,64023.93
53,Máster,34,Finanzas,Europa,Femenino,54,165387.87
23,Doctorado,0,Educación,EE.UU.,Femenino,50,76335.94
60,Licenciatura,37,Educación,EE.UU.,Otro,54,129498.09
35,Licenciatura,16,Manufactura,EE.UU.,Masculino,43,96276.75
35,Doctorado,14,Tecnología,Asia,Femenino,30,94374.44
52,Doctorado,31,Tecnología,Asia,Femenino,59,130070.58
39,Máster,19,Salud,Asia,Otro,39,85966.3
24,Bachillerato,4,Retail,Asia,Masculino,50,26416.83
56,Licenciatura,33,Tecnología,EE.UU.,Masculino,57,177816.84
51,Doctorado,30,Finanzas,Latinoamérica,Otro,39,117764.78
34,Doctorado,11,Retail,EE.UU.,Femenino,51,88785.91
25,Máster,5,Tecnología,Latinoamérica,Otro,32,54786.58
43,Licenciatura,21,Salud,Asia,Masculino,48,73767.87
58,Licenciatura,33,Manufactura,Asia,Femenino,49,71402.84
43,Doctorado,22,Educación,Europa,Masculino,58,107778.65
61,Licenciatura,36,Finanzas,Asia,Otro,45,130648.82
32,Bachillerato,10,Retail,Latinoamérica,Otro,57,28725.41
25,Doctorado,5,Manufactura,Europa,Femenino,35,85379.92
56,Máster,34,Tecnología,Europa,Femenino,33,185361.41
56,Bachillerato,38,Retail,EE.UU.,Femenino,32,106948.89
48,Licenciatura,29,Educación,Asia,Masculino,40,75260.24
46,Bachillerato,23,Manufactura,Asia,Masculino,44,61421.71
51,Licenciatura,33,Tecnología,Latinoamérica,Otro,44,73884.77
28,Doctorado,9,Finanzas,Asia,Otro,60,87212.81
49,Licenciatura,26,Tecnología,Latinoamérica,Masculino,52,77317.57
33,Bachillerato,15,Finanzas,Asia,Femenino,48,70136.18
30,Doctorado,11,Finanzas,Europa,Otro,44,149862.41
36,Licenciatura,18,Tecnología,Latinoamérica,Masculino,47,62239.35
26,Licenciatura,4,Tecnología,Latinoamérica,Masculino,33,39345.57
23,Licenciatura,0,Tecnología,Latinoamérica,Otro,42,38627.91
38,Máster,15,Educación,Latinoamérica,Otro,31,39857.13
49,Máster,25,Tecnología,Asia,Masculino,36,106325.03
60,Licenciatura,40,Manufactura,EE.UU.,Otro,45,141097.89
35,Doctorado,14,Finanzas,Latinoamérica,Masculino,44,88301.77
29,Licenciatura,9,Finanzas,EE.UU.,Otro,58,117030.64
60,Licenciatura,40,Manufactura,Asia,Femenino,40,83802.22
49,Licenciatura,27,Educación,Asia,Femenino,30,63026.53
30,Licenciatura,10,Tecnología,Europa,Masculino,49,96034.03
42,Licenciatura,22,Educación,Asia,Femenino,56,61931.04
40,Licenciatura,16,Educación,EE.UU.,Femenino,37,82490.62
44,Licenciatura,19,Finanzas,Latinoamérica,Femenino,30,72058.89
31,Licenciatura,11,Retail,Latinoamérica,Masculino,37,32884.29
27,Licenciatura,6,Retail,Latinoamérica,Otro,57,23546.61
30,Licenciatura,7,Finanzas,Europa,Masculino,30,90536.29
38,Bachillerato,15,Tecnología,Asia,Femenino,33,61281.56
48,Doctorado,25,Salud,EE.UU.,Femenino,47,173876.13
49,Licenciatura,25,Educación,Asia,Otro,39,58575.13
59,Licenciatura,41,Educación,Latinoamérica,Masculino,34,55099.82
25,Bachillerato,6,Manufactura,Asia,Femenino,58,33781.28
40,Bachillerato,21,Educación,EE.UU.,Femenino,31,86329.58
26,Licenciatura,4,Tecnología,Asia,Femenino,56,50738.77
38,Máster,15,Tecnología,Latinoamérica,Masculino,43,73134.09
30,Máster,5,Retail,EE.UU.,Femenino,47,65897.61
30,Licenciatura,11,Finanzas,Asia,Otro,34,64780.24
65,Licenciatura,41,Retail,Asia,Femenino,31,70779.27
41,Bachillerato,21,Educación,EE.UU.,Femenino,32,71613.52
59,Licenciatura,36,Educación,Europa,Masculino,35,118525.7
32,Licenciatura,9,Salud,Europa,Masculino,43,86103.9
65,Licenciatura,45,Finanzas,Asia,Otro,32,124914.99
26,Máster,5,Educación,EE.UU.,Femenino,49,73004.73
48,Máster,23,Finanzas,Asia,Otro,30,113181.69
45,Licenciatura,27,Salud,Europa,Otro,41,134307.42
40,Licenciatura,20,Salud,Asia,Masculino,38,65153.12
43,Doctorado,21,Salud,Latinoamérica,Otro,57,73429.88
25,Bachillerato,3,Manufactura,Europa,Otro,36,40669.66
63,Licenciatura,41,Educación,Latinoamérica,Otro,30,62504.62
47,Licenciatura,27,Manufactura,Latinoamérica,Masculino,57,54844.13
48,Licenciatura,24,Salud,Europa,Otro,57,118378.36
46,Máster,28,Finanzas,EE.UU.,Otro,48,192377.06
35,Bachillerato,11,Educación,EE.UU.,Masculino,38,66619.76
63,Máster,38,Tecnología,Europa,Otro,41,199356.09
45,Licenciatura,24,Manufactura,Asia,Masculino,52,72286.0
23,Máster,0,Salud,Europa,Masculino,60,78433.61
45,Máster,23,Educación,Asia,Femenino,32,65115.55
53,Licenciatura,32,Salud,Europa,Masculino,33,117618.9
33,Licenciatura,10,Retail,Asia,Otro,42,40616.74
62,Bachillerato,40,Tecnología,Europa,Otro,50,144498.18
48,Licenciatura,25,Retail,Asia,Femenino,58,50903.16
39,Bachillerato,14,Manufactura,Asia,Otro,43,42824.49
61,Licenciatura,38,Educación,Asia,Masculino,59,76517.03
28,Licenciatura,4,Salud,Europa,Femenino,44,63214.02
22,Máster,0,Salud,EE.UU.,Otro,48,101671.2
37,Bachillerato,13,Tecnología,Asia,Femenino,40,56265.11
57,Licenciatura,34,Tecnología,EE.UU.,Femenino,58,157716.82
52,Máster,29,Tecnología,Europa,Masculino,51,158627.06
63,Licenciatura,42,Finanzas,EE.UU.,Femenino,46,189702.14
51,Doctorado,29,Educación,EE.UU.,Otro,51,151389.56
31,Licenciatura,12,Finanzas,EE.UU.,Femenino,49,127542.72
44,Bachillerato,22,Tecnología,Latinoamérica,Masculino,49,52224.86
34,Licenciatura,11,Tecnología,EE.UU.,Otro,45,124861.76
64,Bachillerato,44,Retail,Asia,Otro,41,72752.58
60,Licenciatura,35,Educación,Asia,Masculino,55,74397.73
34,Licenciatura,9,Retail,Asia,Masculino,54,41405.67
30,Máster,5,Finanzas,Asia,Otro,57,76247.73
26,Máster,5,Tecnología,Asia,Otro,36,76736.08
65,Licenciatura,41,Educación,Latinoamérica,Femenino,40,64227.32
38,Máster,20,Salud,Asia,Femenino,52,87516.61
29,Máster,6,Retail,Latinoamérica,Femenino,36,31135.95
59,Máster,40,Tecnología,Asia,Femenino,33,122627.05
53,Bachillerato,35,Manufactura,Asia,Otro,58,66353.83
56,Licenciatura,35,Salud,Asia,Femenino,59,87098.45
63,Bachillerato,40,Tecnología,Europa,Otro,30,153494.53
47,Doctorado,24,Manufactura,Latinoamérica,Femenino,50,65589.25
44,Doctorado,26,Educación,Europa,Femenino,59,130119.24
44,Doctorado,23,Educación,Latinoamérica,Masculino,53,62512.96
24,Bachillerato,1,Finanzas,EE.UU.,Otro,48,73329.63
48,Doctorado,29,Retail,Asia,Masculino,35,73070.25
22,Licenciatura,3,Retail,Asia,Masculino,45,34928.07
52,Licenciatura,27,Salud,Latinoamérica,Otro,39,62712.34
52,Bachillerato,28,Finanzas,Latinoamérica,Otro,34,65564.52
29,Licenciatura,8,Retail,Asia,Femenino,50,34430.37
62,Bachillerato,38,Salud,Latinoamérica,Femenino,38,63574.8
52,Licenciatura,32,Manufactura,Europa,Masculino,42,122749.82
29,Máster,7,Tecnología,Asia,Femenino,32,77680.39
24,Máster,2,Finanzas,Asia,Otro,46,71349.49
43,Licenciatura,23,Educación,EE.UU.,Otro,40,100885.11
59,Máster,37,Finanzas,Europa,Otro,60,201024.86
65,Licenciatura,46,Tecnología,Latinoamérica,Masculino,43,113910.59
59,Licenciatura,38,Retail,Asia,Masculino,40,60211.56
60,Bachillerato,36,Educación,Asia,Masculino,30,58800.85
52,Licenciatura,28,Educación,Europa,Masculino,36,82923.52
44,Licenciatura,20,Retail,EE.UU.,Masculino,33,93672.18
37,Máster,17,Educación,Latinoamérica,Masculino,57,44620.22
55,Máster,35,Tecnología,Latinoamérica,Femenino,37,92152.81
33,Máster,15,Educación,Asia,Femenino,45,56843.44
48,Bachillerato,30,Retail,Latinoamérica,Otro,35,35819.68
48,Licenciatura,27,Manufactura,Latinoamérica,Masculino,36,61187.5
56,Licenciatura,36,Manufactura,EE.UU.,Femenino,48,122690.89
34,Licenciatura,9,Salud,Europa,Otro,51,79390.2
59,Licenciatura,34,Tecnología,Europa,Masculino,59,170873.85
45,Bachillerato,22,Finanzas,Europa,Masculino,48,118737.58
37,Licenciatura,19,Manufactura,Europa,Masculino,58,84642.88
22,Licenciatura,0,Tecnología,Latinoamérica,Femenino,50,37528.06
34,Licenciatura,15,Educación,Asia,Masculino,37,48132.99
60,Máster,42,Salud,Asia,Otro,54,128359.01
48,Licenciatura,30,Educación,Latinoamérica,Femenino,46,58395.72
65,Máster,42,Finanzas,EE.UU.,Otro,44,265626.78
34,Máster,12,Retail,EE.UU.,Femenino,34,85367.07
48,Bachillerato,24,Educación,EE.UU.,Femenino,47,82656.24
48,Licenciatura,25,Salud,Europa,Femenino,41,108120.62
61,Doctorado,38,Manufactura,EE.UU.,Masculino,37,181552.13
61,Máster,37,Finanzas,Asia,Femenino,52,116396.11
23,Licenciatura,0,Educación,Europa,Femenino,33,51635.18
26,Máster,5,Manufactura,Asia,Masculino,41,54548.06
61,Máster,36,Finanzas,EE.UU.,Femenino,30,201003.64
56,Doctorado,35,Salud,Latinoamérica,Femenino,44,83111.35
40,Máster,19,Salud,Asia,Masculino,39,92969.33
55,Bachillerato,31,Salud,Europa,Otro,44,136294.85
43,Máster,23,Retail,Europa,Otro,55,93715.11
42,Licenciatura,20,Manufactura,EE.UU.,Otro,36,106134.62
24,Doctorado,5,Tecnología,Asia,Femenino,56,71272.99
46,Licenciatura,26,Retail,Latinoamérica,Femenino,45,45188.85
54,Licenciatura,29,Tecnología,Asia,Masculino,31,110473.51
30,Máster,9,Retail,EE.UU.,Otro,40,65130.78
44,Licenciatura,19,Retail,EE.UU.,Otro,47,76244.71
62,Bachillerato,41,Retail,Latinoamérica,Otro,54,44656.65
37,Bachillerato,14,Salud,Asia,Otro,33,60444.63
47,Licenciatura,24,Retail,EE.UU.,Otro,39,92684.08
47,Bachillerato,28,Educación,EE.UU.,Masculino,53,86918.81
32,Bachillerato,14,Salud,EE.UU.,Masculino,56,89024.69
53,Licenciatura,30,Retail,Latinoamérica,Otro,40,46751.56
56,Licenciatura,31,Retail,Asia,Otro,58,64907.86
49,Bachillerato,28,Educación,Latinoamérica,Otro,39,51197.48
50,Doctorado,26,Manufactura,Asia,Otro,50,92280.44
62,Bachillerato,42,Educación,EE.UU.,Masculino,45,126938.33
24,Licenciatura,5,Tecnología,Asia,Masculino,45,55194.34
50,Máster,28,Manufactura,EE.UU.,Masculino,37,139576.55
42,Licenciatura,19,Retail,EE.UU.,Masculino,53,90457.97
53,Doctorado,29,Salud,Latinoamérica,Otro,48,93887.18
49,Licenciatura,27,Finanzas,Latinoamérica,Otro,44,87818.18
27,Máster,4,Educación,EE.UU.,Masculino,41,65999.92
53,Bachillerato,31,Manufactura,Asia,Masculino,42,58738.79
31,Doctorado,10,Educación,Latinoamérica,Masculino,60,53784.73
50,Licenciatura,27,Retail,Latinoamérica,Masculino,30,40065.92
24,Licenciatura,1,Educación,Asia,Femenino,50,30885.71
57,Bachillerato,39,Educación,Europa,Femenino,60,96448.47
50,Licenciatura,27,Finanzas,Latinoamérica,Masculino,47,81200.66
28,Máster,9,Manufactura,EE.UU.,Masculino,54,86066.88
38,Licenciatura,20,Educación,EE.UU.,Masculino,34,95430.15
44,Máster,26,Tecnología,Europa,Femenino,51,132564.66
38,Licenciatura,13,Manufactura,Europa,Femenino,57,80929.21
61,Bachillerato,37,Manufactura,Asia,Masculino,38,80463.05
34,Licenciatura,16,Retail,EE.UU.,Masculino,34,75928.84
30,Bachillerato,11,Educación,Latinoamérica,Femenino,40,29179.79
49,Doctorado,26,Finanzas,EE.UU.,Masculino,55,204067.11
51,Licenciatura,31,Educación,Europa,Femenino,38,100945.46
65,Bachillerato,44,Finanzas,EE.UU.,Masculino,38,218903.93
53,Licenciatura,29,Retail,Europa,Otro,41,86589.29
44,Licenciatura,22,Salud,Asia,Otro,47,71110.75
33,Licenciatura,10,Tecnología,EE.UU.,Masculino,53,118278.32
49,Licenciatura,28,Retail,EE.UU.,Otro,56,107216.1
60,Licenciatura,42,Retail,Latinoamérica,Otro,46,51167.09
23,Licenciatura,0,Salud,Asia,Otro,55,49490.46
36,Licenciatura,16,Tecnología,Europa,Otro,56,108730.7
52,Licenciatura,29,Retail,EE.UU.,Otro,32,96329.33
35,Bachillerato,11,Salud,EE.UU.,Masculino,55,71964.69
57,Licenciatura,39,Finanzas,Europa,Otro,42,195366.11
54,Licenciatura,32,Educación,EE.UU.,Otro,57,120352.46
64,Licenciatura,44,Tecnología,Europa,Masculino,32,172044.71
42,Máster,23,Tecnología,EE.UU.,Masculino,42,186953.4
48,Máster,23,Manufactura,Latinoamérica,Femenino,38,56823.51
34,Máster,11,Educación,Latinoamérica,Femenino,54,47917.32
61,Licenciatura,38,Finanzas,EE.UU.,Femenino,53,208086.87
59,Licenciatura,39,Educación,Europa,Masculino,30,124267.27
60,Licenciatura,41,Retail,EE.UU.,Masculino,60,121017.97
42,Licenciatura,20,Manufactura,EE.UU.,Otro,49,100361.56
40,Bachillerato,22,Finanzas,EE.UU.,Otro,44,118632.03
40,Doctorado,19,Tecnología,Europa,Femenino,51,141397.11
47,Bachillerato,27,Tecnología,Latinoamérica,Otro,53,55583.59
57,Licenciatura,38,Finanzas,EE.UU.,Femenino,33,207768.02
64,Licenciatura,45,Tecnología,Latinoamérica,Otro,36,87366.45
61,Licenciatura,38,Finanzas,Asia,Femenino,38,139292.55
28,Doctorado,9,Educación,Asia,Femenino,52,65279.29
64,Doctorado,42,Finanzas,Asia,Otro,32,133395.32
43,Licenciatura,18,Educación,Latinoamérica,Masculino,47,35897.2
65,Licenciatura,40,Tecnología,Latinoamérica,Femenino,59,100067.54
48,Máster,29,Educación,EE.UU.,Femenino,47,125140.45
58,Bachillerato,36,Finanzas,Asia,Masculino,59,118872.23
31,Doctorado,11,Educación,EE.UU.,Masculino,46,116123.43
50,Licenciatura,31,Retail,Europa,Masculino,46,77376.09
56,Doctorado,31,Finanzas,Asia,Otro,56,122112.46
45,Bachillerato,21,Salud,Asia,Masculino,33,63818.87
31,Licenciatura,12,Manufactura,Asia,Masculino,34,54478.08
61,Licenciatura,37,Manufactura,Asia,Masculino,52,74654.79
56,Licenciatura,38,Educación,Asia,Masculino,31,67122.79
44,Doctorado,19,Educación,Europa,Masculino,30,106524.1
60,Licenciatura,37,Salud,Latinoamérica,Femenino,51,73585.32
63,Bachillerato,44,Finanzas,Asia,Otro,52,126798.71
59,Licenciatura,39,Manufactura,Latinoamérica,Otro,53,72848.06
34,Máster,14,Manufactura,Latinoamérica,Otro,60,54574.37
